"GPU_Unique_ID","Rack_ID","Time_Period","Average_GPU_Temperature","Peak_GPU_Temperature","Average_GPU_Power_Usage","Peak_GPU_Power_Usage","Average_GPU_Memory_Usage","Peak_GPU_Memory_Usage"
30,6,10,81.2,77,179.7,234.5,76,92.7
31,7,10,62.4,76.5,178.4,204.4,80.2,92.4
32,7,10,77.5,86.1,203.9,247.4,82,80.3
33,7,10,69.1,83.1,165.3,257.7,78.5,81.1
34,7,10,85.8,63.2,166.7,228,81.2,91.7
35,7,10,78.5,84.8,177.6,223.2,80.4,75
36,8,10,68.9,72.5,143.1,238.3,81.8,88.1
37,8,10,79,78.7,142.6,202.9,73.1,81.8
38,8,10,76.9,69.4,199.4,221.4,81.1,96.8
39,8,10,78.9,73.7,189.1,262,80.7,83.5
40,8,10,79.8,71.7,177.8,211.9,68.3,82.8
41,9,10,70.1,77.8,198.7,210.7,79.6,85.1
42,9,10,78.4,73.1,179.6,181.1,80,92.1
43,9,10,74.3,69.1,173.3,179.7,82.6,90.6
44,9,10,68,72.7,150.5,215.9,84.2,88
45,9,10,76.5,80.7,160.6,194.7,90.1,92.1
46,10,10,85.7,81,181.4,243.8,88.4,92
47,10,10,77.9,80.5,208.4,244.8,79.7,92
48,10,10,66,77.5,172,207,81.6,96.5
49,10,10,79.1,73.1,150.4,243.6,82.9,93.9
50,10,10,72.6,72.8,179.6,232,76.2,88.1
1,1,11,78.5,76.1,167.2,233.6,80.6,79.8
2,1,11,78.5,81.5,200,199.4,82.4,90.5
3,1,11,80.1,66,172.3,240.6,80.2,78.8
4,1,11,69,72.5,195.6,224.9,73.5,96.5
5,1,11,76.6,75.2,196.5,248.5,78.8,82.5
6,2,11,65.2,71.9,151.2,182.8,81.2,97.8
7,2,11,63.6,72.4,165,285.5,74.7,88.3
8,2,11,70.6,90,174.6,208.6,79.7,91.4
9,2,11,70,77.1,164.3,226.9,89.1,93.4
10,2,11,76.7,81.4,178.8,223.2,85.3,93.1
11,3,11,70.2,68.7,201.3,216.9,78.1,98.6
12,3,11,74.6,69.8,185.3,170.9,76,95.5
13,3,11,71.5,68.2,137.7,223.1,76.6,88.9
14,3,11,81.6,84.1,170.7,241.5,73.8,92.4
15,3,11,70,76.9,160.8,207.9,69.2,89.5
16,4,11,76.9,61.4,168,230.6,87.1,97.1
17,4,11,69.9,72.8,168.2,240,77.2,81.1
18,4,11,68.3,82.7,153.5,159.4,81.9,88.8
19,4,11,72.9,85.9,167.3,208.1,81.9,93.9
20,4,11,75.8,76.5,203.4,214.6,82.5,90.8
21,5,11,71.5,79.4,178.4,231.9,74.1,95.1
22,5,11,69.2,84.7,167.2,205.4,82.8,85.2
23,5,11,74.4,68.4,193.7,240.1,77.3,94.4
24,5,11,75.3,85.1,176.4,236.5,75.3,85.1
25,5,11,79.4,90,137.4,203.2,74.8,93.3
26,6,11,75.2,70.1,179.3,209.4,87.2,85.7
27,6,11,67.5,69.4,180.3,207,82.4,100
28,6,11,76,80.3,173.6,238.9,71.2,96.5
29,6,11,86.5,76,176.9,212.9,74.2,90.4
30,6,11,69,70.1,178.5,199.8,87.6,86.1
31,7,11,77.9,75.3,202.6,231.5,81.6,98.3
32,7,11,80.8,83.9,203.6,248.5,71.2,100
33,7,11,78.8,72.4,196.9,250.8,78.7,79.9
34,7,11,64.8,74.1,188.9,215.4,78.5,83.8
35,7,11,75.9,87.4,175.8,281.8,77.9,97.4
36,8,11,67.5,72.8,149.7,194.4,77.9,94.1
37,8,11,82.9,77.4,171.2,207.6,91.1,90
38,8,11,72.5,66.7,195.3,187.7,81.7,100
39,8,11,80.6,70.4,165.6,228.9,79.3,90.4
40,8,11,84.2,75.1,191.5,236,66.9,96.5
41,9,11,75,64.1,175.7,245.8,69.1,82.7
42,9,11,65.7,81.2,165,185.6,80.1,76.2
43,9,11,71.2,72.8,198.4,213.5,80.1,89.7
44,9,11,77.3,83.3,156,218.7,88.6,90.2
45,9,11,75.2,83.5,169.6,245.3,78.7,91.6
46,10,11,76,83.5,163.8,237.2,76,92.1
47,10,11,79.6,77.8,206.7,208.4,73.7,91.6
48,10,11,69.5,76.9,189.8,191.3,77.4,100
49,10,11,82.1,75.1,172.6,234.6,82.5,98.6
50,10,11,89.2,69,164.1,213.4,80.3,99.1
1,1,12,83.7,71.1,175.3,201.7,78.1,88.1
2,1,12,78.2,71.6,217,156.8,73.5,82.5
3,1,12,81.1,75.2,183.5,190.4,85,87.1
4,1,12,74.1,71.2,182.1,265.1,76.1,95.9
5,1,12,88.1,72.8,191.8,224.1,81.7,80.3
6,2,12,76,79.4,181.1,242.1,84.1,100
7,2,12,86,74.5,178.6,219.3,79.5,100
8,2,12,86.2,81.5,198.1,205.8,82,88.4
9,2,12,75.4,74.9,170.8,189.2,82.3,100
10,2,12,79.6,76.9,186.8,204.9,76,92.2
11,3,12,63.7,67.2,167.5,242.4,73,91.2
12,3,12,83.2,71.6,169.6,211.2,81.7,82.7
13,3,12,67.5,72.9,142.4,212.8,84.4,90.4
14,3,12,72.1,79.4,177.8,253.2,73.8,94.8
15,3,12,83.4,74.2,175.5,192.6,66,92.9
16,4,12,75.6,67.7,150.5,247.1,89.7,88.3
17,4,12,79.4,72.6,159.5,199.8,75.3,90.1
18,4,12,78.6,69,165.9,222.5,77.1,92
19,4,12,69,76.1,201.3,219.1,78.5,91.9
20,4,12,88,79,173.3,200.7,79.5,88
21,5,12,70.8,72.9,180.5,196,79.4,100
22,5,12,71.8,81.3,124.6,235.5,76.7,84.1
23,5,12,67.3,72.9,166.7,219.5,75.3,94
24,5,12,86.9,75.9,196.1,222.3,81.2,99.2
25,5,12,74.8,74.8,152,237.5,77.8,91.6
26,6,12,72.9,76.8,195.3,204.6,80.1,96.6
27,6,12,74.6,80.7,217.3,243.7,78.3,79.5
28,6,12,68.8,76.5,214,200.4,80.6,85.7
29,6,12,69.9,78.1,235.2,227.8,76.4,89.6
30,6,12,74.8,72.9,192.3,215.9,79.2,83.2
31,7,12,75.9,78.4,143.2,220.7,82.5,94.6
32,7,12,72.9,65.1,194.1,214.8,86.3,77.9
33,7,12,64.6,70.6,176.3,226.4,78.9,90.8
34,7,12,76.7,88.8,203.6,196.6,71.4,91.6
35,7,12,69.9,75.9,205.9,226.2,86,87.2
36,8,12,68.9,81.9,141.5,208.6,79.3,92.2
37,8,12,78.1,76.4,182.7,208.2,79,90.4
38,8,12,79.7,68,156.9,219.3,79.4,85.7
39,8,12,79.8,76.1,181.3,196.5,85.1,78.3
40,8,12,77.3,82.5,188,288.5,77.2,80.6
41,9,12,82.2,70.6,206.4,184.9,65,88.5
42,9,12,79.3,64.8,180.1,232.1,79.9,81.2
43,9,12,67.9,86.6,170.6,242.6,82.9,93.9
44,9,12,70.6,86.3,165.5,253.7,82.4,88.5
45,9,12,77.7,70.4,138.9,239.1,82.8,93.9
46,10,12,76.1,68.4,161.7,233.8,86.1,97.6
47,10,12,73.7,85.3,152.9,223.6,88.2,82.8
48,10,12,70.1,69.4,200.6,211.6,78.1,95
49,10,12,87.3,69.2,193.8,225.4,79.2,89.5
50,10,12,73.9,74.2,176.1,214.2,72.6,94.5
1,1,13,75.3,74,207.2,229.3,88.3,88.4
2,1,13,80.2,79.9,180.1,231.9,83.7,91.1
3,1,13,78.6,62.5,196.1,215.8,77.8,96.9
4,1,13,71,81.6,123.2,245.5,79.4,80.2
5,1,13,73.7,78.4,158,231.2,81.1,91
6,2,13,72.4,64.6,175.9,249.9,76.4,91.1
7,2,13,75.8,73,172,199.4,81.4,99
8,2,13,74.9,72.3,168.7,241.1,82.6,87.8
9,2,13,72,68.6,227.8,238.8,80.9,89.9
10,2,13,85,79.5,175.6,234.9,82.7,81.8
11,3,13,86.7,89.8,179.7,233.4,78.3,87.1
12,3,13,78.7,74.2,197.9,212.6,81,89.3
13,3,13,77.1,70.5,163.9,227.8,81.3,83.1
14,3,13,81.1,74.4,170.5,200.4,87.4,92.8
15,3,13,56.7,73.7,148.9,188.3,75.2,81.2
16,4,13,72.1,86.1,173.3,194.8,74.6,81.6
17,4,13,79.6,75.1,172.7,244.2,77.8,90.8
18,4,13,79.8,73.4,175.6,239.9,78,89.5
19,4,13,80.2,72.6,206.5,227,71.9,100
20,4,13,75.2,71.4,199.7,241.3,75.2,94.5
21,5,13,80.3,80.4,174.3,257.3,77.4,82.1
22,5,13,77.1,61.7,170.6,237.3,72.8,94.4
23,5,13,72,71.7,189.9,199.2,87.5,85.9
24,5,13,81.6,87.2,189.8,247.4,74.8,84.3
25,5,13,69.5,79.3,196.8,232.7,81.4,90.3
26,6,13,82.7,81.8,150,227.8,85.9,80.1
27,6,13,70.9,68,153.3,214.1,87.2,99.4
28,6,13,74.5,84.5,208.2,209.8,71.3,96.4
29,6,13,64.8,84.6,157.5,193.5,77.5,82.8
30,6,13,81.8,70.9,220.7,240.9,82.6,94.2
31,7,13,79.8,79.4,195,243.6,81,94.6
32,7,13,68.5,68,173.9,251.9,79.6,85.8
33,7,13,66.9,76.3,175.4,217,83.4,87.7
34,7,13,73.4,74.2,184.4,238.1,73.1,93.2
35,7,13,74,73.6,172.1,203,85.1,86.7
36,8,13,65.1,88.3,162.5,255.5,80.2,80.5
37,8,13,77.6,76.2,157.3,155.6,78.3,84.3
38,8,13,68.9,74.3,199.7,181.1,78.6,99.7
39,8,13,64.9,71.4,206.8,221.5,81.7,82
40,8,13,66.1,77,215.6,161.9,81.7,94.9
41,9,13,76.9,76.7,175.3,223.2,71,86.5
42,9,13,71.1,77.3,200.1,230.5,76.3,95.8
43,9,13,77,79.5,191.6,229.7,84.9,94.3
44,9,13,87.3,79.9,195.9,234.6,80.5,82.1
45,9,13,80,78.5,185.5,205.9,77,93.9
46,10,13,75.2,75.6,178.8,238.1,88.2,87.7
47,10,13,82.5,89.8,170.2,230.9,76.7,86.2
48,10,13,83.7,76.5,165.2,259.5,85.8,91
49,10,13,67.1,70.9,204,222.5,84.9,85.2
50,10,13,77,66.9,187.4,255.1,76.8,89.8
1,1,14,78.2,67.2,211.9,191.4,81.5,91.3
2,1,14,79.6,69.2,183.2,206.6,77.4,91.1
3,1,14,76.5,71.4,189.1,213.4,73.6,89
4,1,14,80,80,181.7,209.7,83.7,88
5,1,14,71.7,75.7,173.7,228.3,72.8,92.7
6,2,14,78.9,54.2,176.3,237.3,81.2,88.4
7,2,14,77.6,79.5,166.3,216,75.8,87.9
8,2,14,81.4,81,199.2,181.5,81.4,96.1
9,2,14,80.4,69.1,187.1,227.2,85.5,93.8
10,2,14,66.3,80.1,182.5,199.3,72.4,86.3
11,3,14,78,70.2,190.8,251.3,76.6,89.9
12,3,14,77.2,65.4,184.2,240.8,81.5,94.2
13,3,14,79.9,75.9,200.5,205,91.1,89.2
14,3,14,76.5,71,183.5,197.5,86.9,95.6
15,3,14,76.9,67.8,186.3,249.2,80.9,100
16,4,14,74.9,84.1,163.2,255.6,81.7,84.7
17,4,14,66.2,75,164.9,249.6,76.4,92.4
18,4,14,76.1,69.2,221.9,237.4,75.3,83.2
19,4,14,64.1,71.5,184.4,203.7,85.2,86.6
20,4,14,75.8,70.7,178.9,219.5,76.7,86.6
21,5,14,74.6,63.9,168.8,222.7,79.4,89.5
22,5,14,68.6,82.2,182.9,229.4,77.3,89.9
23,5,14,77.5,75.1,202.9,251.4,81.1,89
24,5,14,87.3,81.3,175.9,235.6,77.3,85
25,5,14,75.3,77.8,153,210.6,80.1,90.3
26,6,14,75.7,80.6,184.3,219.4,71.7,73.5
27,6,14,79.3,80.1,183.6,237.9,73,83.6
28,6,14,69.6,74.4,171.6,242,80,83.8
29,6,14,67.7,68.1,196.4,238.9,77.5,90.5
30,6,14,66.1,70.5,135.9,199.2,86.8,89.6
31,7,14,66.6,65.4,178.3,203.5,76.4,87.8
32,7,14,77.5,79.4,188,237.3,93.9,86.2
33,7,14,77.2,75.2,157.7,206.1,79.2,90.7
34,7,14,72.7,78.9,216.5,242.1,77.4,93
35,7,14,71.8,78.6,182.8,195.6,78.5,92.9
36,8,14,78.1,77.9,154.6,240.3,80.4,92.1
37,8,14,82.8,71.2,205.2,227.9,89.4,93.4
38,8,14,71.9,76.3,166.7,200.7,82.3,91
39,8,14,66.2,74.8,149.2,222.5,85,95.3
40,8,14,75.4,78.2,174.2,176.1,75.6,79.4
41,9,14,75.8,72.7,142,248.5,73.9,92.9
42,9,14,72.4,75.6,185.7,228.2,76.6,87.2
43,9,14,72.4,79,174.7,222.7,80,86.7
44,9,14,80.8,80.8,171.7,192.9,82,86.2
45,9,14,66.8,76.8,177.4,243.8,86,88.6
46,10,14,67.9,75.8,142.4,242.2,84.9,88.7
47,10,14,78.3,78.7,214.9,237.5,75.3,90.4
48,10,14,82.5,70.3,195,183.5,77.7,86.7
49,10,14,68.1,66.3,190.9,280.4,88.4,93
50,10,14,77.9,83.8,169.9,257,63.8,84.7
1,1,15,68.8,81.1,189.2,232.6,79.4,89.9
2,1,15,82.2,71.8,172.1,225.6,77.8,83.8
3,1,15,79.5,85.4,179.5,221.3,77.1,90.6
4,1,15,72.5,80.5,158.6,274,77.5,94.7
5,1,15,83.2,80,186.5,210.8,79,87.6
6,2,15,79.6,74.3,167.6,188.9,78.6,98.9
7,2,15,75.1,72.7,206.4,237.6,75.9,86.2
8,2,15,65.2,79.2,193.1,212,81.1,89.9
9,2,15,75.9,70.5,174.2,236.9,86.4,91.6
10,2,15,83.6,66.3,162.7,205.1,88.6,83.7
11,3,15,66.6,84.5,173.3,209,79.8,83.4
12,3,15,81.2,74.3,167.5,204.4,73.4,92.2
13,3,15,71.9,63.5,161.2,224.3,76.9,87.5
14,3,15,79.4,74.8,173.3,200.3,81.9,79
15,3,15,72.3,76.1,168.3,220.8,74.4,100
16,4,15,76.5,70.6,160.1,258.6,77.1,100
17,4,15,75.1,77.9,201.6,250.1,84.8,91.6
18,4,15,76.9,73.7,214.6,220.7,82.2,100
19,4,15,73.1,68.1,154.8,251.5,83.8,87.2
20,4,15,72.9,83.1,167.2,222.1,82.7,91
21,5,15,78.2,76.2,200.2,245.2,79.6,78.4
22,5,15,74.5,68.9,220.2,201,73.9,72.4
23,5,15,81.2,74.3,170.8,203.1,77.3,94.5
24,5,15,72.6,65.7,189.6,236.6,81.2,92.2
25,5,15,67.4,67.4,168,212.6,71.6,97.8
26,6,15,90,76.3,184.9,231.5,79.7,100
27,6,15,71.6,70.9,193,265.6,85.6,93
28,6,15,85.4,80.3,170.2,216.5,76.4,86.4
29,6,15,75.7,78.4,191.4,183.3,81.1,85.1
30,6,15,81.9,82.2,203.3,255.4,85.7,90.8
31,7,15,71.7,74.2,153.8,222.2,73.1,92.9
32,7,15,77.2,74,178.3,226.3,86.2,88.5
33,7,15,69.5,76.2,216.8,170.9,81.4,90.9
34,7,15,70.8,72.8,171.8,244.5,77.8,100
35,7,15,68.9,80.4,202.8,251.5,80.1,94.1
36,8,15,77.3,74.3,216.4,240.7,79.9,94.4
37,8,15,72.7,62.6,169.1,214.9,87.9,86.7
38,8,15,75.4,80.2,191.5,268.9,77.2,84.8
39,8,15,72,74.5,197.7,228.1,77.7,97.7
40,8,15,60.7,70,218.1,226.7,81.1,88.8
41,9,15,70.2,78.8,218,237.6,77.2,87.1
42,9,15,76.6,84.5,176,262.1,76.3,97.6
43,9,15,78.7,86,144.3,175.3,77.1,84
44,9,15,78.2,89,170.7,235.8,87.5,100
45,9,15,79.8,82.7,157.4,270.9,72.9,74
46,10,15,68.1,74.3,205.4,221.3,72,88
47,10,15,70.3,73.9,211,209.1,70.1,85.4
48,10,15,69.4,68.6,172.6,194.9,82.3,89.9
49,10,15,77.6,78.9,173,213.4,71.7,86.4
50,10,15,80.7,76.2,193.9,202.5,79.5,99
1,1,16,74.4,74,159.1,189.5,79.7,91.9
2,1,16,74.2,73.9,165.8,241.5,77.2,87.6
3,1,16,69.4,80,183.8,259.4,76.3,86.2
4,1,16,73.7,77.5,180.8,187.1,76.8,80.5
5,1,16,80,68.9,151.2,234.7,82.9,85.1
6,2,16,70,66.3,214.6,212,78.7,87.1
7,2,16,65.7,78.9,142.9,252.1,85,96.8
8,2,16,80.6,85.5,174.8,227.8,85.3,86.2
9,2,16,78.9,77.8,201.8,200.6,80.5,86
10,2,16,68.9,78.3,166.1,213.3,81.2,85.4
11,3,16,70.1,79.9,165.7,218.1,76.6,87
12,3,16,68.5,84.9,169.3,180.9,76,87.9
13,3,16,58.8,66.8,160.6,246,85.7,94.6
14,3,16,64.2,67.2,213.3,172.4,81.8,89.3
15,3,16,71.3,66.5,193.9,188.1,79,91
16,4,16,77.5,82.5,225.4,256.2,77.7,82.3
17,4,16,63.8,83.6,167.1,199.5,88.6,100
18,4,16,78.9,76.3,180.7,210.6,75.5,85.9
19,4,16,75.7,76.2,196.5,207.6,79.1,88.6
20,4,16,62.5,79.7,196.7,201.7,74.2,88.5
21,5,16,89.3,83.1,181.7,204.1,75.6,86.5
22,5,16,79.8,74.5,179.4,195.9,84.2,80.3
23,5,16,81.6,63.2,191.3,243.9,71.6,80.4
24,5,16,72.5,75.6,187.6,237.9,78.8,95.7
25,5,16,81.6,76,160.9,175.7,86.5,90.3
26,6,16,63.1,72.5,203.5,206.3,80.4,94.3
27,6,16,74.5,69.5,185.2,258.8,90.5,90.5
28,6,16,73.1,77.1,204.2,258.2,76.9,94.1
29,6,16,83.5,73.1,179.5,190.6,82.1,100
30,6,16,85.9,81,165.8,246.7,79.6,94
31,7,16,67.7,76.2,165.3,188.6,87.4,83.5
32,7,16,80.9,59.6,161.6,175.7,89.2,90.2
33,7,16,77.2,69.4,188.2,194.1,83.7,94
34,7,16,73.8,84,196.9,186.3,81.2,86.7
35,7,16,74.1,83,208.7,200.5,79.8,97.6
36,8,16,77.6,85.6,195.4,253,72.7,97.7
37,8,16,75.8,71,172,211.6,70.6,89.7
38,8,16,77.5,63.2,177.2,234.2,84.1,86.6
39,8,16,81.3,67.4,143.5,184.6,90.5,87.7
40,8,16,73.5,76.3,208.1,257.1,74.4,81.2
41,9,16,80.6,68.1,203.8,174.5,81.9,91.7
42,9,16,77.9,73.9,165.8,243.9,86,89.9
43,9,16,69.8,68.2,186.2,223.4,74.6,87.9
44,9,16,76.2,74.2,157.6,230.6,82.8,91.5
45,9,16,77.4,76.5,170.8,238.1,82.7,91.9
46,10,16,71.5,67.6,175.4,180.3,79.8,95.6
47,10,16,82.1,82.6,159.6,189.5,72.8,90.8
48,10,16,68.6,64,189.5,227.8,84.9,100
49,10,16,72,73.6,224,214,81.3,100
50,10,16,80.1,63.5,175,241.5,89.3,84.7
1,1,17,75.2,76.7,186.6,268.5,77,89.8
2,1,17,85.6,82.2,132.7,218.9,85.1,90.5
3,1,17,71,72.9,189.6,199.1,82.3,85.4
4,1,17,66.9,74.3,182.5,230,79.9,88.5
5,1,17,83.5,86.7,163.1,226,73.8,92.2
6,2,17,74,72.8,163.2,234.9,88.4,90.9
7,2,17,65.5,66.4,179.6,244.4,77.3,87.4
8,2,17,73.2,71.1,143.6,223.1,81.5,100
9,2,17,90,80.5,152.1,194.8,73.9,86.8
10,2,17,73.9,78,177.3,201.8,76.9,88.6
11,3,17,68.8,72.4,175.9,221,74.9,95.9
12,3,17,81.9,72.8,190.7,237,78.8,83.9
13,3,17,68.4,83.2,174.2,204.4,76.9,90.1
14,3,17,81,61.6,173.1,214.2,88,93.9
15,3,17,75.8,68.4,198.9,216.8,71,86.4
16,4,17,67,74.2,180.2,229.3,78,91.8
17,4,17,80.3,73.7,227.4,212.9,76.5,90.1
18,4,17,84.5,80,201.3,211.9,73.2,89.7
19,4,17,66.2,78.1,165.1,216.6,82.1,89.3
20,4,17,63.2,81.7,167.1,236.3,74.6,83
21,5,17,69,69.9,155.6,209,66.5,84.8
22,5,17,71.7,76.6,134.4,220.4,76.7,95.5
23,5,17,80.5,67.3,146.6,239.6,77.7,91
24,5,17,73.1,77.7,200.9,211.6,80.3,88.6
25,5,17,77.2,67.1,177.1,253.9,79.5,94.4
26,6,17,74.7,65.1,192.7,212.6,74.7,100
27,6,17,77.7,81.9,171.1,208.3,83.9,89.3
28,6,17,71.4,66.5,179.8,247.6,76.2,94.1
29,6,17,79.1,64.8,188.2,184.4,77.4,86.6
30,6,17,70.6,77.1,181.7,216.9,85.9,88.4
31,7,17,74.5,67.3,162.1,235.9,78.4,93
32,7,17,69,75.7,186.5,248.5,78.5,87.3
33,7,17,67.2,70.9,166.1,224.9,82.3,87
34,7,17,80.6,79.2,194.5,242.1,73.7,91.2
35,7,17,69.7,79.4,195.6,223.8,82.3,93.4
36,8,17,81.7,78.5,175.1,226.9,89,85.3
37,8,17,76.7,66.3,148,237.6,78.8,93.9
38,8,17,65.1,84.3,176.6,216.2,78.4,80.1
39,8,17,82.5,81.9,152.4,241.3,88.2,87.4
40,8,17,70.2,66.3,196.7,181,86.4,90.6
41,9,17,80.7,79.7,194.7,207.2,73.5,87.7
42,9,17,72,76.2,181.1,205,72.9,82.9
43,9,17,73.2,72.1,182.3,254.8,73.7,86.1
44,9,17,70.1,76,177,237.3,84.2,86.1
45,9,17,74.6,73.5,151.4,231.4,87.2,95.1
46,10,17,77.8,78.8,181.7,216.3,79.8,86.4
47,10,17,67.6,79.5,217.3,236.8,74.2,84.5
48,10,17,73,85.3,171.5,142.5,81.7,86
49,10,17,82.5,78.4,170.6,226,82.9,76.9
50,10,17,74.9,67.4,166.9,232.3,74.9,97.5
1,1,18,77.8,87.7,204.4,197,81.3,95.4
2,1,18,74.8,76.1,155.9,245.3,83.8,100
3,1,18,69.5,72.6,168.2,216.7,84.4,97.9
4,1,18,77.1,69.8,189.1,228.4,71.1,83.4
5,1,18,78.6,68.7,189.7,193.5,85.9,94.7
6,2,18,73.7,77,174.4,232.9,77.7,85.9
7,2,18,80.3,70.3,176.6,197.8,85.2,91.7
8,2,18,73.9,80.3,163.5,204.6,77.6,100
9,2,18,71.1,71.6,177.6,179.1,78.7,83.2
10,2,18,67.7,67.3,206.4,213.6,77.7,85.9
11,3,18,75.8,75.1,142.8,213.6,77.9,83.7
12,3,18,75.1,74.8,161.1,201.3,82.1,100
13,3,18,67.5,72.9,158.1,243.9,75.8,82.6
14,3,18,79.7,70.3,171.2,178.9,72.4,90.5
15,3,18,72.1,83.5,143.7,200.6,87.4,76.7
16,4,18,73.7,73.9,191.2,156.6,73.7,78.9
17,4,18,78,73.4,176.7,250.8,88,94.2
18,4,18,75,76.8,168.6,240,83.1,87.3
19,4,18,81.4,76,176.7,228.1,75.2,85.5
20,4,18,74.2,73.1,170.5,217.2,82.7,92.4
21,5,18,83,84.9,188.2,224.1,83.8,94.6
22,5,18,74.7,70.9,170.4,203.6,81.3,90
23,5,18,73.3,75.9,172.3,168.4,74.7,82.6
24,5,18,79.3,71.2,202.7,235.9,75.4,90.3
25,5,18,83.9,75.6,191.9,204.8,71.3,90.9
26,6,18,80.3,69.1,195.5,216.1,87.9,92.4
27,6,18,70.4,74.9,189.2,218.9,79.1,84.8
28,6,18,81.7,66.6,186.7,182.8,75.7,92.9
29,6,18,76,86.8,197.5,251.5,80.5,91.9
30,6,18,74.2,75,201.7,238.6,76.8,96.7
31,7,18,70.1,68.3,184.5,189.7,86.2,92.3
32,7,18,77.1,84.6,163.4,261.2,77.2,94.6
33,7,18,75.2,78.6,177,183.9,79.4,100
34,7,18,70.1,74.5,184.5,188.3,71.6,86.1
35,7,18,74.9,74.3,179,204,85.2,97.5
36,8,18,74.8,76.5,172,243.4,80.8,89.7
37,8,18,89.2,75.4,180.4,227.9,68.3,91.4
38,8,18,72.6,69.6,191.5,191,83.3,96.5
39,8,18,86.1,76.1,184.5,196.5,75.4,87.1
40,8,18,69.4,80.1,186.2,217.4,73.7,88.3
41,9,18,73.1,79.7,154.6,195.5,69.7,88.4
42,9,18,68.8,67.3,175.1,192.7,71.4,89.6
43,9,18,67.5,71.8,195,251.3,74.4,84.3
44,9,18,72.1,65.7,199.1,233.1,69.6,88.4
45,9,18,72.3,77.9,197.8,203.7,85.1,96.1
46,10,18,76.6,63.5,188.6,259.8,86.6,84.8
47,10,18,80.7,87.7,160.3,182.3,79.3,89.3
48,10,18,63,74.2,212.8,254.6,71.9,90.3
49,10,18,65.9,73.7,156.9,244.3,74.5,87.4
50,10,18,74.2,79.2,210,238.5,80.7,90.1
1,1,19,77.3,80.9,158,248.1,75.2,96.7
2,1,19,67.2,72.3,192.7,197,82.6,89
3,1,19,77.1,74.5,174.9,181.5,80.1,86.1
4,1,19,79,86.9,173.9,246.4,74.6,100
5,1,19,77.5,72.1,201.5,176.8,74.7,85.9
6,2,19,68.7,71.8,163.3,163.9,81,83.9
7,2,19,77.2,76.8,208.7,171.6,75.1,86.6
8,2,19,71.8,90,193.1,250.4,91.4,84.3
9,2,19,78.3,70,194,205.1,65.2,93.5
10,2,19,84.2,62.5,153,279.2,89.3,94.6
11,3,19,73.3,72.6,175.9,208.4,81.9,93
12,3,19,66.3,68.4,194.3,227.9,84.4,75.3
13,3,19,71.2,76.5,191.8,242.1,76.6,87.5
14,3,19,82.9,74.8,177.7,250.2,80,91
15,3,19,71.8,65.8,191.3,186.2,70.8,87.7
16,4,19,85.8,81.3,137.8,219.9,79.9,88.6
17,4,19,85.5,87.7,198.5,221,79.1,90.4
18,4,19,73.1,71.3,172.5,211.5,79.6,85.7
19,4,19,72.1,77.1,207.3,224.8,81.5,90.7
20,4,19,75.6,67,170.5,244.9,77.8,87.1
21,5,19,78.7,72.6,162.1,228.7,92,86.3
22,5,19,76,70.4,160.2,206.5,83.1,99.4
23,5,19,64.5,77.8,179.8,172,72,82.7
24,5,19,85.7,72.7,190.1,246.5,77.3,97.8
25,5,19,81.5,76.9,173.2,211.5,83.2,87.1
26,6,19,73.5,68.4,188.1,214,76.9,90
27,6,19,80.5,76.3,176.2,240,78.1,86.1
28,6,19,64.6,75.5,178.7,200.5,84.8,84.2
29,6,19,68.9,68.9,175.9,176,80.6,90.6
30,6,19,51.9,74.9,210.6,253.2,81.6,86.4
31,7,19,73.2,71.6,211.6,238.2,70,93.6
32,7,19,72.3,75.1,227.4,225.1,82.2,98.1
33,7,19,64.9,59.2,163.6,231.4,82,98.8
34,7,19,73.1,72.9,206,230.5,76.5,92.5
35,7,19,76.1,77.1,186.9,249.6,74.5,91.6
36,8,19,83.6,82.3,209.4,206.6,78.3,82.2
37,8,19,77.6,64.5,168.3,203.8,77.1,86.1
38,8,19,62.8,77,229.7,239.9,90.5,97.5
39,8,19,69.4,72.8,212.7,207,78.4,91.7
40,8,19,71.3,70.4,184.2,250.9,85.5,81.3
41,9,19,79.6,76.1,198.5,196.9,81.5,95.4
42,9,19,70.8,72.9,180.7,258.3,83.3,85.2
43,9,19,78.3,72.5,212.3,208.3,79.9,89.1
44,9,19,75.6,74.6,195.6,233,78.5,91.2
45,9,19,77.3,68.6,164.7,198.7,84.8,92.2
46,10,19,82.3,79.1,146.8,205.4,76.8,87.8
47,10,19,70.2,77.1,167.4,208.2,87.3,90.3
48,10,19,78,73,200.1,213.4,84.1,87.5
49,10,19,77.2,66.2,166.6,219.8,85,84
50,10,19,68.5,61.3,151,235.7,76,81.5
1,1,20,76,67.9,202.3,196.7,81,76.7
2,1,20,82.7,68.7,212.9,220.7,83.5,80.1
3,1,20,75.4,67.9,195.9,204.1,78.1,88.7
4,1,20,67.3,75.9,176.9,233,72.1,93.5
5,1,20,79.1,79.5,186.5,219.3,70.6,83.8
6,2,20,75.7,75.2,174.5,182.1,77.8,83.3
7,2,20,70.6,76.2,178.8,234,73.1,88.7
8,2,20,74.6,62.4,216.3,286.8,85.1,96
9,2,20,68.8,70.6,157.6,199.4,77.8,91.5
10,2,20,75.8,76.5,164.3,243.8,81.6,88.1
11,3,20,83.2,75.6,169.6,196,77.9,87.3
